"N";"Category";"Category Type";"Type";"Description";"Type";"Identifier";"LDEL";"Fields";"Label";"RDEL";"GEDCOM";"Shorten";"Attribute";"Privacy";"Optional";"Hint";"Tooltip"
;;;;;;;;"[TYPE]";"Item Type";".";"P";;;;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;".";"P";;;;;;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
149;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Codes & statutes, online";"State database";"F";"ESM730";;"[TITLE]";"Database Title";",";;;"Quoted";;;;
;;;;;;;;"[TYPE]";"Item Type";",";;;;;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;",";;;;;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";",";;;;;;;
;;;;;;;;"[PART]";;",";;;;;;;
;;;;;;;"Act:";"[ACT]";"Act Title";".";;;"Quoted";;;;
149;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Codes & statutes, online";"State database";"S";"ESM730";;"[TITLE]";"Database Title";",";;;"Quoted";;;;
;;;;;;;;"[PAGE]";"Page(s)";",";;;;;;;
;;;;;;;;"[ACT]";"Act Title";".";;;"Quoted";;;;
150;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Codes & statutes, online";"U.S. Code";"L";"ESM731";;"[AUTHOR]";;".";"A";;;;;;
;;;;;;;;"[TITLE]";"Name of Code";".";"T";;"Italics";;;;
;;;;;;;;"[EDITION]";;".";"T";;;;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;".";"P";;;;;;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Edition Year";".";"P";;;;;;
150;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Codes & statutes, online";"U.S. Code";"F";"ESM731";;"[ACT]";"Name of Act";",";;;"Quoted";;;;
;;;;;;;;"[NUMBER]";"Title Number";",";;;;;;;
;;;;;;;;"[TITLE]";"Name of Code";",";;;"Italics";;;;
;;;;;;;;"[PART]";;",";;;;;;;
;;;;;;;;"[CHAPTER]";;",";;;;;;;
;;;;;;;;"[SECTION]";;";";;;;;;;
;;;;;;;;"[EDITION]";;",";;;;;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;",";;;;;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;").";;;;;;;
150;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Codes & statutes, online";"U.S. Code";"S";"ESM731";;"[ACT]";"Name of Act";",";;;"Quoted";;;;
;;;;;;;;"[NUMBER]";"Title Number";;;;;;;;
;;;;;;;;"[TITLE]";"Name of Code";;;;;;;;
;;;;;;;;"[SECTION]";;".";;;;;;;
151;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Slip laws:";"federal";"L";"ESM732";;"[AUTHOR]";;".";"A";;;;;;
;;;;;;;;"[ACT]";"Act Title";".";"T";;"Italics";;;;
;;;;;;;;"[NUMBER]";"Act No.";".";"T";;;;;;
151;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Slip laws:";"federal";"F";"ESM732";;"[ACT]";"Act Title";",";;;"Italics";;;;
;;;;;;;;"[NUMBER]";"Act No.";".";;;;;;;
151;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Slip laws:";"federal";"S";"ESM732";;"[ACT]";"Act Title";",";;;"Italics";;;;
;;;;;;;;"[NUMBER]";"Act No.";".";;;;;;;
152;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Statutes:";"federal";"L";"ESM733";;"[AUTHOR]";;".";"A";;;;;;
;;;;;;;;"[TITLE]";"Title of Series";".";"T";;"Italics";;;;
;;;;;;;;"[VOLUME]";;".";"T";;;;;;
;;;;;;;;"[PUBLICATION PLACE]";;":";"P";;;;;;
;;;;;;;;"[PUBLISHER]";;",";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
152;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Statutes:";"federal";"F";"ESM733";;"[AUTHOR]";;",";;;;;;;
;;;;;;;;"[TITLE]";"Title of Series";",";;;"Italics";;;;
;;;;;;;;"[VOLUME]";;;;;;;;;
;;;;;;;"(";"[PUBLICATION PLACE]";;":";;;;;;;
;;;;;;;;"[PUBLISHER]";;",";;;;;;;
;;;;;;;;"[YEAR]";"Year(s)";"),";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";",";;;;;;;
;;;;;;;;"[ACT]";"Act Title";".";;;"Quoted";;;;
152;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Statutes:";"federal";"S";"ESM733";;"[TITLE]";"Title of Series";;;;"Italics";;;;
;;;;;;;;"[VOLUME]";;":";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";;;;;;;;
;;;;;;;"(";"[YEAR]";"Year(s)";"),";;;;;;;
;;;;;;;;"[ACT]";"Act Title";".";;;"Quoted";;;;
153;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Statutes:";"state ";"L";"ESM734";;"[AUTHOR]";;".";"A";"SG";;;;;
;;;;;;;;"[TITLE]";;".";"T";;"Italics";;;;
;;;;;;;;"[PUBLICATION PLACE]";;":";"P";;;;;;
;;;;;;;;"[PUBLISHER]";;",";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
153;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Statutes:";"state ";"F";"ESM734";;"[AUTHOR]";;",";;"GS";;;;;
;;;;;;;;"[TITLE]";;;;;"Italics";;;;
;;;;;;;"(";"[PUBLICATION PLACE]";;":";;;;;;;
;;;;;;;;"[PUBLISHER]";;",";;;;;;;
;;;;;;;;"[YEAR]";"Year(s)";"),";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
153;"Publications: Legal Works & Government Documents";"Legal Reference Works";"Statutes:";"state ";"S";"ESM734";;"[AUTHOR]";;",";;"S";;;;;
;;;;;;;;"[TITLE]";;",";;;"Italics";;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
154;"Publications: Legal Works & Government Documents";"Printed Government Documents";"Congressional Records";"Citing volume from title page";"L";"ESM735";;"[AUTHOR]";;".";"A";;;;;;
;;;;;;;;"[TITLE]";;".";"T";;"Italics";;;;
;;;;;;;;"[TERM]";"Congress";",";"T";;;;;;
;;;;;;;;"[SESSION]";;",";"T";;;;;;
;;;;;;;;"[ID]";"Document Identification";".";"T";;;;;;
;;;;;;;;"[PUBLICATION PLACE]";;":";"P";;;;;;
;;;;;;;;"[PUBLISHER]";;",";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
154;"Publications: Legal Works & Government Documents";"Printed Government Documents";"Congressional Records";"Citing volume from title page";"F";"ESM735";;"[AUTHOR]";;",";;;;;;;
;;;;;;;;"[TITLE]";;",";;;"Italics";;;;
;;;;;;;;"[TERM]";"Congress";",";;;;;;;
;;;;;;;;"[SESSION]";;;;;;;;;
;;;;;;;;"[ID]";"Document Identification";;;;;;;;
;;;;;;;"(";"[PUBLICATION PLACE]";;":";;;;;;;
;;;;;;;;"[PUBLISHER]";;",";;;;;;;
;;;;;;;;"[YEAR]";"Year(s)";"),";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
154;"Publications: Legal Works & Government Documents";"Printed Government Documents";"Congressional Records";"Citing volume from title page";"S";"ESM735";;"[AUTHOR]";;",";;;;;;;
;;;;;;;;"[TITLE]";;",";;;"Italics";;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
155;"Publications: Legal Works & Government Documents";"Printed Government Documents";"Congressional Records";"Traditional academic style";"L";"ESM736";;"[AUTHOR]";;".";"A";;;;;;
;;;;;;;;"[SERIES]";;".";"T";;"Italics";;;;
;;;;;;;;"[TERM]";"Congress";",";"T";;;;;;
;;;;;;;;"[SESSION]";;".";"T";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"T";;;;;;
155;"Publications: Legal Works & Government Documents";"Printed Government Documents";"Congressional Records";"Traditional academic style";"F";"ESM736";;"[AUTHOR]";;",";;;;;;;
;;;;;;;;"[TITLE]";"Document Title";",";;;"Italics";;;;
;;;;;;;;"[TERM]";"Congress";",";;;;;;;
;;;;;;;;"[SESSION]";;",";;;;;;;
;;;;;;;;"[YEAR]";"Year(s)";",";;;;;;;
;;;;;;;;"[ID]";"Document Identification";;;;;;;;
;;;;;;;"(";"[PUBLICATION PLACE]";;":";;;;;;;
;;;;;;;;"[PUBLISHER]";;",";;;;;;;
;;;;;;;;"[YEAR]";"Year(s)";"),";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
155;"Publications: Legal Works & Government Documents";"Printed Government Documents";"Congressional Records";"Traditional academic style";"S";"ESM736";;"[AUTHOR]";;",";;;;;;;
;;;;;;;;"[TERM]";"Congress";",";;;;;;;
;;;;;;;;"[SESSION]";;",";;;;;;;
;;;;;;;;"[YEAR]";"Year(s)";",";;;;;;;
;;;;;;;;"[ID]";"Document Identification";".";;;;;;;
156;"Publications: Legal Works & Government Documents";"Printed Government Documents";"Online images";;"L";"ESM737";;"[AUTHOR]";;".";"A";;;;;;
;;;;;;;;"[SERIES]";;".";"T";;"Italics";;;;
;;;;;;;;"[FORMAT]";;".";"P";;;;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;".";"P";;;;;;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[DATE ACCESSED]";;".";"P";"YEAR";;;;;
156;"Publications: Legal Works & Government Documents";"Printed Government Documents";"Online images";;"F";"ESM737";;"[AUTHOR]";;",";;;;;;;
;;;;;;;;"[SERIES]";;",";;;"Italics";;;;
;;;;;;;;"[TERM]";"Congress";",";;;;;;;
;;;;;;;;"[SESSION]";;;;;;;;;
;;;;;;;"(";"[YEAR]";"Year(s)";"),";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";",";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;";";;;"Quoted";;;;
;;;;;;;;"[FORMAT]";;",";;;;;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;",";;;;;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;").";;;;;;;
156;"Publications: Legal Works & Government Documents";"Printed Government Documents";"Online images";;"S";"ESM737";;"[AUTHOR]";;",";;;;;;;
;;;;;;;;"[SERIES]";;",";;;"Italics";;;;
;;;;;;;;"[TERM]";"Congress";",";;;;;;;
;;;;;;;;"[SESSION]";;",";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
157;"Publications: Legal Works & Government Documents";"Printed Government Documents";"National Archives (U.S.) guides";"Descriptive pamphlet, online";"L";"ESM738";;"[AUTHOR]";;".";"A";;;;;;
;;;;;;;;"[TITLE]";"Title Of Pamphlet";".";"T";;"Italics";;;;
;;;;;;;;"[SERIES]";;".";"T";;;;;;
;;;;;;;;"[EDITION]";;".";"T";;;;;;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
157;"Publications: Legal Works & Government Documents";"Printed Government Documents";"National Archives (U.S.) guides";"Descriptive pamphlet, online";"F";"ESM738";;"[AUTHOR]";;",";;;;;;;
;;;;;;;;"[TITLE]";"Title Of Pamphlet";",";;;"Italics";;;;
;;;;;;;;"[SERIES]";;",";;;;;;;
;;;;;;;;"[EDITION]";;",";;;;;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
157;"Publications: Legal Works & Government Documents";"Printed Government Documents";"National Archives (U.S.) guides";"Descriptive pamphlet, online";"S";"ESM738";;"[AUTHOR]";;",";;;;;;;
;;;;;;;;"[TITLE]";"Title Of Pamphlet";",";;;"Italics";;;;
;;;;;;;;"[SERIES]";;",";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
158;"Publications: Legal Works & Government Documents";"Printed Government Documents";"National Archives (U.S.) guides";"Preliminary inventory, microfilmed";"L";"ESM739";;"[AUTHOR]";;".";"A";"SG";;;;;
;;;;;;;;"[BOOK]";"Book Title";".";"T";;"Italics";;;;
;;;;;;;;"[SERIES]";;".";"T";;;;;;
;;;;;;;;"[PUBLICATION PLACE]";;":";"P";;;;;;
;;;;;;;;"[PUBLISHER]";;",";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
158;"Publications: Legal Works & Government Documents";"Printed Government Documents";"National Archives (U.S.) guides";"Preliminary inventory, microfilmed";"F";"ESM739";;"[AUTHOR]";;",";;"GS";;;;;
;;;;;;;;"[BOOK]";"Book Title";",";;;"Italics";;;;
;;;;;;;;"[SERIES]";;;;;;;;;
;;;;;;;"(";"[PUBLICATION PLACE]";;":";;;;;;;
;;;;;;;;"[PUBLISHER]";;",";;;;;;;
;;;;;;;;"[YEAR]";"Year(s)";"),";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";",";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;".";;;;;;;
158;"Publications: Legal Works & Government Documents";"Printed Government Documents";"National Archives (U.S.) guides";"Preliminary inventory, microfilmed";"S";"ESM739";;"[AUTHOR]";;",";;"S";;;;;
;;;;;;;;"[BOOK]";"Book Title";",";;;"Italics";;;;
;;;;;;;;"[PAGE]";"Page(s)";",";;;;;;;
;;;;;;;;"[ITEM OF INTEREST]";;".";;;;;;;
159;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Journal articles";"Print editions";"L";"ESM779";;"[AUTHOR]";;;"A";"SG";;;;;
;;;;;;;;"[TITLE]";"Article Title";":";"T";;"QuotedCont";;;;
;;;;;;;;"[SUBTITLE]";"Article Subtitle";".";"T";;"QuotedCont";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Journal";;"T";;"Italics";;;;
;;;;;;;;"[VOLUME]";;;"T";;;;;;
;;;;;;;"(";"[ISSUE DATE]";;"):";"P";;;;;;
;;;;;;;;"[PAGE RANGE]";"Article Page(s)";".";;;;;;;
159;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Journal articles";"Print editions";"F";"ESM779";;"[AUTHOR]";;",";;"GS";;;;;
;;;;;;;;"[TITLE]";"Article Title";":";;;"QuotedCont";;;;
;;;;;;;;"[SUBTITLE]";"Article Subtitle";",";;;"QuotedCont";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Journal";;;;"Italics";;;;
;;;;;;;;"[VOLUME]";;;;;;;;;
;;;;;;;"(";"[ISSUE DATE]";;"):";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
159;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Journal articles";"Print editions";"S";"ESM779";;"[AUTHOR]";;".";;"S";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
160;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Journal articles";"Online archives of print journals";"L";"ESM780";;"[AUTHOR]";;;"A";"SG";;;;;
;;;;;;;;"[TITLE]";"Article Title";":";"T";;"QuotedCont";;;;
;;;;;;;;"[SUBTITLE]";"Article Subtitle";".";"T";;"QuotedCont";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Journal";;"T";;"Italics";;;;
;;;;;;;;"[VOLUME]";;;"T";;;;;;
;;;;;;;"(";"[ISSUE DATE]";;").";"P";;;;;;
;;;;;;;;"[EDITION]";;".";"P";;;;;;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;".";"P";"YEAR";;;;;
160;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Journal articles";"Online archives of print journals";"F";"ESM780";;"[AUTHOR]";;",";;"GS";;;;;
;;;;;;;;"[TITLE]";"Article Title";":";;;"QuotedCont";;;;
;;;;;;;;"[SUBTITLE]";"Article Subtitle";".";;;"QuotedCont";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Journal";;;;"Italics";;;;
;;;;;;;;"[VOLUME]";;;;;;;;;
;;;;;;;"(";"[ISSUE DATE]";;");";;;;;;;
;;;;;;;;"[EDITION]";;",";;;;;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[POSITION]";"Location on Page";".";;;;;;;
160;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Journal articles";"Online archives of print journals";"S";"ESM780";;"[AUTHOR]";;",";;"S";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[POSITION]";"Location on Page";".";;;;;;;
161;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Journal articles";"Online journals";"L";"ESM781";;"[AUTHOR]";;".";"A";"SG";;;;;
;;;;;;;;"[TITLE]";"Article Title";":";"T";;"QuotedCont";;;;
;;;;;;;;"[SUBTITLE]";"Article Subtitle";".";"T";;"QuotedCont";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Journal";;"T";;"Italics";;;;
;;;;;;;;"[VOLUME]";;;"T";;;;;;
;;;;;;;"(";"[ISSUE DATE]";;").";"P";;;;;;
;;;;;;;;"[FORMAT]";;".";"P";;;;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Year Owned";".";"P";;;;;;
161;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Journal articles";"Online journals";"F";"ESM781";;"[AUTHOR]";;",";;"GS";;;;;
;;;;;;;;"[TITLE]";"Article Title";":";;;"QuotedCont";;;;
;;;;;;;;"[SUBTITLE]";"Article Subtitle";",";;;"QuotedCont";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Journal";;;;"Italics";;;;
;;;;;;;;"[VOLUME]";;;;;;;;;
;;;;;;;"(";"[ISSUE DATE]";;"),";;;;;;;
;;;;;;;;"[FORMAT]";;;;;;;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[POSITION]";"Location on Page";".";;;;;;;
161;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Journal articles";"Online journals";"S";"ESM781";;"[AUTHOR]";;",";;"S";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[POSITION]";"Location on Page";".";;;;;;;
162;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Magazine articles";"Print editions";"L";"ESM782";;"[AUTHOR]";;".";"A";"SG";;;;;
;;;;;;;;"[TITLE]";"Article Title";".";"T";;"Quoted";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Magazine";;;"T";;"Italics";;;
;;;;;;;;"[ISSUE DATE]";;",";"P";;;;;;
;;;;;;;;"[PAGE RANGE]";"Article Page(s)";".";"P";;;;;;
162;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Magazine articles";"Print editions";"F";"ESM782";;"[AUTHOR]";;",";;"GS";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Magazine";;;;;"Italics";;;
;;;;;;;;"[ISSUE DATE]";;",";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
162;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Magazine articles";"Print editions";"S";"ESM782";;"[AUTHOR]";;",";;"S";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
163;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Magazine articles";"Online reprints, random items";"L";"ESM783";;"[AUTHOR]";;".";"A";"SG";;;;;
;;;;;;;;"[TITLE]";"Article Title";".";"T";;"Quoted";;;;
;;;;;;;;"[PUBLICATION YEAR]";"Original Publication Year";".";"P";;;;;;
;;;;;;;;"[TYPE]";"Item Type";",";"P";;;;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;",";"P";;;;;;
;;;;;;;;"[WEBSITE]";;".";"P";;"Italics";;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR]";"Year(s)";".";"P";;;;;;
163;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Magazine articles";"Online reprints, random items";"F";"ESM783";;"[AUTHOR]";;",";;"GS";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[WEBSITE CREATOR/OWNER]";;",";;;;;;;
;;;;;;;;"[WEBSITE]";;;;;"Italics";;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[POSITION]";"Location on Page";";";;;;;;;
;;;;;;;;"[CREDIT LINE]";;".";;;;;;;
163;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Magazine articles";"Online reprints, random items";"S";"ESM783";;"[AUTHOR]";;",";;"S";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[POSITION]";"Location on Page";".";;;;;;;
164;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Newsletter articles";"Print editions";"L";"ESM784";;"[AUTHOR]";;".";"A";"SG";;;;;
;;;;;;;;"[TITLE]";"Article Title";".";"T";;"Quoted";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Newsletter";;"T";;"Italics";;;;
;;;;;;;;"[VOLUME]";;;"T";;;;;;
;;;;;;;"(";"[ISSUE DATE]";;"):";"P";;;;;;
;;;;;;;;"[PAGE RANGE]";"Article Page(s)";".";"P";;;;;;
164;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Newsletter articles";"Print editions";"F";"ESM784";;"[AUTHOR]";;",";;"GS";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Newsletter";;;;"Italics";;;;
;;;;;;;;"[VOLUME]";;;;;;;;;
;;;;;;;"(";"[ISSUE DATE]";;"):";;;;;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
164;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Newsletter articles";"Print editions";"S";"ESM784";;"[AUTHOR]";;",";;"S";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[PAGE]";"Page(s)";".";;;;;;;
165;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Newspaper articles";"Print editions";"L";"ESM785";;"[LOCATION]";;".";"T";;;;;;
;;;;;;;;"[PUBLICATION TITLE]";"Newspaper";;",";"T";;"Italics";;;
;;;;;;;;"[ISSUE RANGE]";;".";"T";;;;;;
165;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Newspaper articles";"Print editions";"F";"ESM785";;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Newspaper";;",";;;"Italics";;;
;;;;;;;;"[ISSUE DATE]";;",";;;;;;;
;;;;;;;"p.";"[PAGE]";"Page(s)";".";;;;;;;
;;;;;;;"col.";"[COLUMN]";"Column(s)";;;;;;;;
165;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Newspaper articles";"Print editions";"S";"ESM785";;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;"p.";"[PAGE]";"Page(s)";".";;;;;;;
;;;;;;;"col.";"[COLUMN]";"Column(s)";;;;;;;;
166;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Newspaper articles";"Online archives ";"L";"ESM786";;"[AUTHOR]";;".";"A";"SG";;;;;
;;;;;;;;"[TITLE]";"Article Title";".";"T";;"Quoted";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Newspaper";;;"T";;"Italics";;;
;;;;;;;;"[ISSUE DATE]";;".";"T";;;;;;
;;;;;;;;"[EDITION]";;".";"P";;;;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR ACCESSED]";;".";"P";;;;;;
166;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Newspaper articles";"Online archives ";"F";"ESM786";;"[AUTHOR]";;",";;"GS";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[PUBLICATION TITLE]";"Newspaper";;",";;;"Italics";;;
;;;;;;;;"[ISSUE DATE]";;",";;;;;;;
;;;;;;;;"[EDITION]";;;;;;;;;
;;;;;;;"(";"[URL (DIGITAL LOCATION)]";;":";;;;;;;
;;;;;;;"accessed";"[DATE ACCESSED]";;"),";;;;;;;
;;;;;;;;"[POSITION]";"Location on Page";";";;;;;;;
;;;;;;;;"[CREDIT LINE]";;".";;;;;;;
166;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Periodicals";"Newspaper articles";"Online archives ";"S";"ESM786";;"[AUTHOR]";;",";;"S";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[POSITION]";"Location on Page";".";;;;;;;
167;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Broadcasts & Web Miscellanea";"Blogs";;"L";"ESM787";;"[AUTHOR]";;".";"A";"SG";;;;;
;;;;;;;;"[TITLE]";"Article Title";".";"T";;"Quoted";;;;
;;;;;;;;"[CREATOR]";"Creator of Blog";".";"P";;;;;;
;;;;;;;;"[PUBLICATION TITLE]";"Blog Name";;"T";;"Italics";;;;
;;;;;;;;"[POSTING DATE]";;".";"P";;;;;;
;;;;;;;;"[URL (DIGITAL LOCATION)]";;":";"P";;;;;;
;;;;;;;;"[YEAR ACCESSED]";;".";"P";;;;;;
167;"Publications: Periodicals, Broadcasts & Web Miscellanea";"Broadcasts & Web Miscellanea";"Blogs";;"F";"ESM787";;"[AUTHOR]";;",";;"GS";;;;;
;;;;;;;;"[TITLE]";"Article Title";",";;;"Quoted";;;;
;;;;;;;;"[CREATOR]";"Creator of Blog";",";;;;;;;
;;;;;;;;"[PUBLICATION TITLE]";"Blog Name";",";;;"Italics";;;;
;;;;;;;;"[ISSUE DATE]";"Posting Date";;;;;;;;
